entrez_gene_symbol	gene_long_name	category_sources	category
MTMR2	MYOTUBULARIN RELATED PROTEIN 2	HumanProteinAtlas	ENZYME
TDP1	TYROSYL-DNA PHOSPHODIESTERASE 1	HingoraniCasas	DRUGGABLE GENOME
TDP1	TYROSYL-DNA PHOSPHODIESTERASE 1	Pharos	ENZYME
TDP1	TYROSYL-DNA PHOSPHODIESTERASE 1	GO	DNA REPAIR
NUDT14	NUDIX HYDROLASE 14	Pharos	ENZYME
GNAQ	G PROTEIN SUBUNIT ALPHA Q	MskImpact,Tempus,FoundationOneGenes,CarisMolecularIntelligence,Oncomine	CLINICALLY ACTIONABLE
GNAQ	G PROTEIN SUBUNIT ALPHA Q	CIViC	DRUG RESISTANCE
AMOT	ANGIOMOTIN	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
AMOT	ANGIOMOTIN	HingoraniCasas	DRUGGABLE GENOME
MPZ	MYELIN PROTEIN ZERO	HingoraniCasas	DRUGGABLE GENOME
TG	THYROGLOBULIN	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
TG	THYROGLOBULIN	GO	HORMONE ACTIVITY
CEACAM4	CARCINOEMBRYONIC ANTIGEN RELATED CELL ADHESION MOLECULE 4	GO	CELL SURFACE
HERPUD1	HOMOCYSTEINE INDUCIBLE ER PROTEIN WITH UBIQUITIN LIKE DOMAIN 1	CarisMolecularIntelligence,FoundationOneGenes	CLINICALLY ACTIONABLE
KL	KLOTHO	GO	HORMONE ACTIVITY
KL	KLOTHO	HumanProteinAtlas,GuideToPharmacology	ENZYME
KL	KLOTHO	HumanProteinAtlas	TRANSPORTER
KL	KLOTHO	HingoraniCasas	DRUGGABLE GENOME
HBP1	HMG-BOX TRANSCRIPTION FACTOR 1	GO	TUMOR SUPPRESSOR
LILRB5	LEUKOCYTE IMMUNOGLOBULIN LIKE RECEPTOR B5	HingoraniCasas	DRUGGABLE GENOME
MFNG	MFNG O-FUCOSYLPEPTIDE 3-BETA-N-ACETYLGLUCOSAMINYLTRANSFERASE	HingoraniCasas	DRUGGABLE GENOME
FUS	FUS RNA BINDING PROTEIN	RussLampel,HopkinsGroom	DRUGGABLE GENOME
FUS	FUS RNA BINDING PROTEIN	CarisMolecularIntelligence,FoundationOneGenes	CLINICALLY ACTIONABLE
TRIP6	THYROID HORMONE RECEPTOR INTERACTOR 6	Pharos	TRANSCRIPTION FACTOR
KCNC3	POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY C MEMBER 3	Pharos,HopkinsGroom,GuideToPharmacology,BaderLabGenes	ION CHANNEL
KCNC3	POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY C MEMBER 3	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
NALCN	SODIUM LEAK CHANNEL, NON-SELECTIVE	Pharos	KINASE
NALCN	SODIUM LEAK CHANNEL, NON-SELECTIVE	Pharos	G PROTEIN COUPLED RECEPTOR
NALCN	SODIUM LEAK CHANNEL, NON-SELECTIVE	Pharos,HopkinsGroom,GuideToPharmacology,BaderLabGenes	ION CHANNEL
NALCN	SODIUM LEAK CHANNEL, NON-SELECTIVE	HopkinsGroom,RussLampel	DRUGGABLE GENOME
NALCN	SODIUM LEAK CHANNEL, NON-SELECTIVE	HumanProteinAtlas	TRANSPORTER
ADCK2	AARF DOMAIN CONTAINING KINASE 2	Pharos,dGene,IDG	KINASE
ADCK2	AARF DOMAIN CONTAINING KINASE 2	GO,dGene	SERINE THREONINE KINASE
ADCK2	AARF DOMAIN CONTAINING KINASE 2	GuideToPharmacology	ENZYME
GLI3	GLI FAMILY ZINC FINGER 3	Pharos	TRANSCRIPTION FACTOR
TRIM47	TRIPARTITE MOTIF CONTAINING 47	HopkinsGroom	DRUGGABLE GENOME
TRIM47	TRIPARTITE MOTIF CONTAINING 47	HopkinsGroom	B30_2 SPRY DOMAIN
FH	FUMARATE HYDRATASE	MskImpact,Tempus,CarisMolecularIntelligence,FoundationOneGenes	CLINICALLY ACTIONABLE
FH	FUMARATE HYDRATASE	HumanProteinAtlas	ENZYME
FH	FUMARATE HYDRATASE	GO	DNA REPAIR
TEX14	TESTIS EXPRESSED 14, INTERCELLULAR BRIDGE FORMING FACTOR	dGene,Pharos,HopkinsGroom	KINASE
TEX14	TESTIS EXPRESSED 14, INTERCELLULAR BRIDGE FORMING FACTOR	dGene	TYROSINE KINASE
TEX14	TESTIS EXPRESSED 14, INTERCELLULAR BRIDGE FORMING FACTOR	HumanProteinAtlas,GuideToPharmacology	ENZYME
TEX14	TESTIS EXPRESSED 14, INTERCELLULAR BRIDGE FORMING FACTOR	HumanProteinAtlas	TRANSPORTER
TEX14	TESTIS EXPRESSED 14, INTERCELLULAR BRIDGE FORMING FACTOR	HingoraniCasas,HopkinsGroom,RussLampel	DRUGGABLE GENOME
MMP14	MATRIX METALLOPEPTIDASE 14	HopkinsGroom,dGene	PROTEASE
MMP14	MATRIX METALLOPEPTIDASE 14	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
MMP14	MATRIX METALLOPEPTIDASE 14	GuideToPharmacology	ENZYME
ACP2	ACID PHOSPHATASE 2, LYSOSOMAL	HingoraniCasas	DRUGGABLE GENOME
ACP2	ACID PHOSPHATASE 2, LYSOSOMAL	HumanProteinAtlas	ENZYME
TNFRSF13C	TNF RECEPTOR SUPERFAMILY MEMBER 13C	HingoraniCasas	DRUGGABLE GENOME
TNFRSF13C	TNF RECEPTOR SUPERFAMILY MEMBER 13C	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
DEFB107A	DEFENSIN BETA 107A	HingoraniCasas	DRUGGABLE GENOME
TGFB2	TRANSFORMING GROWTH FACTOR BETA 2	GO	GROWTH FACTOR
TGFB2	TRANSFORMING GROWTH FACTOR BETA 2	Pharos	TRANSCRIPTION FACTOR
TGFB2	TRANSFORMING GROWTH FACTOR BETA 2	HingoraniCasas	DRUGGABLE GENOME
INO80B	INO80 COMPLEX SUBUNIT B	GO	DNA REPAIR
INO80B	INO80 COMPLEX SUBUNIT B	GO	TUMOR SUPPRESSOR
ZNF449	ZINC FINGER PROTEIN 449	Pharos	TRANSCRIPTION FACTOR
LINGO2	LEUCINE RICH REPEAT AND IG DOMAIN CONTAINING 2	HingoraniCasas	DRUGGABLE GENOME
SLC6A9	SOLUTE CARRIER FAMILY 6 MEMBER 9	HopkinsGroom,GuideToPharmacology,Pharos,HumanProteinAtlas	TRANSPORTER
SLC6A9	SOLUTE CARRIER FAMILY 6 MEMBER 9	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
SLC6A9	SOLUTE CARRIER FAMILY 6 MEMBER 9	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
TRBJ1-1	T CELL RECEPTOR BETA JOINING 1-1	Pharos	KINASE
TRBJ1-1	T CELL RECEPTOR BETA JOINING 1-1	Pharos	TRANSCRIPTION FACTOR
BPI	BACTERICIDAL/PERMEABILITY-INCREASING PROTEIN	RussLampel,HingoraniCasas,HopkinsGroom	DRUGGABLE GENOME
CXCL6	C-X-C MOTIF CHEMOKINE LIGAND 6	HingoraniCasas	DRUGGABLE GENOME
LIPG	LIPASE G, ENDOTHELIAL TYPE	RussLampel,HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
LIPG	LIPASE G, ENDOTHELIAL TYPE	GuideToPharmacology,Pharos	ENZYME
LIPG	LIPASE G, ENDOTHELIAL TYPE	HopkinsGroom	LIPASE
LIPG	LIPASE G, ENDOTHELIAL TYPE	GO	CELL SURFACE
LIPG	LIPASE G, ENDOTHELIAL TYPE	GO	PHOSPHOLIPASE
DMD	DYSTROPHIN	GO	CELL SURFACE
DMD	DYSTROPHIN	HumanProteinAtlas	TRANSPORTER
DMD	DYSTROPHIN	HingoraniCasas	DRUGGABLE GENOME
COL4A5	COLLAGEN TYPE IV ALPHA 5 CHAIN	HingoraniCasas	DRUGGABLE GENOME
BSPRY	B-BOX AND SPRY DOMAIN CONTAINING	HopkinsGroom	DRUGGABLE GENOME
BSPRY	B-BOX AND SPRY DOMAIN CONTAINING	HopkinsGroom	B30_2 SPRY DOMAIN
TNNI3	TROPONIN I3, CARDIAC TYPE	HingoraniCasas	DRUGGABLE GENOME
BEGAIN	BRAIN ENRICHED GUANYLATE KINASE ASSOCIATED	Pharos	KINASE
VWA3A	VON WILLEBRAND FACTOR A DOMAIN CONTAINING 3A	RussLampel	DRUGGABLE GENOME
PATE2	PROSTATE AND TESTIS EXPRESSED 2	HingoraniCasas	DRUGGABLE GENOME
MC2R	MELANOCORTIN 2 RECEPTOR	RussLampel,HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
MC2R	MELANOCORTIN 2 RECEPTOR	GO,HopkinsGroom,GuideToPharmacology,dGene	G PROTEIN COUPLED RECEPTOR
H4C12	H4 CLUSTERED HISTONE 12	HingoraniCasas	DRUGGABLE GENOME
CLCN5	CHLORIDE VOLTAGE-GATED CHANNEL 5	HingoraniCasas,HopkinsGroom,RussLampel	DRUGGABLE GENOME
CLCN5	CHLORIDE VOLTAGE-GATED CHANNEL 5	HopkinsGroom,Pharos,GuideToPharmacology	ION CHANNEL
CLCN5	CHLORIDE VOLTAGE-GATED CHANNEL 5	Pharos	TRANSPORTER
POLG	DNA POLYMERASE GAMMA, CATALYTIC SUBUNIT	HumanProteinAtlas	ENZYME
SH3GLB1	SH3 DOMAIN CONTAINING GRB2 LIKE, ENDOPHILIN B1	Pharos	KINASE
CNTNAP3	CONTACTIN ASSOCIATED PROTEIN LIKE 3	HopkinsGroom	FIBRINOGEN
CNTNAP3	CONTACTIN ASSOCIATED PROTEIN LIKE 3	HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
PRKDC	PROTEIN KINASE, DNA-ACTIVATED, CATALYTIC POLYPEPTIDE	GO	TRANSCRIPTION FACTOR COMPLEX
PRKDC	PROTEIN KINASE, DNA-ACTIVATED, CATALYTIC POLYPEPTIDE	GO,dGene	SERINE THREONINE KINASE
PRKDC	PROTEIN KINASE, DNA-ACTIVATED, CATALYTIC POLYPEPTIDE	dGene,Pharos	KINASE
PRKDC	PROTEIN KINASE, DNA-ACTIVATED, CATALYTIC POLYPEPTIDE	HingoraniCasas,RussLampel,HopkinsGroom	DRUGGABLE GENOME
PRKDC	PROTEIN KINASE, DNA-ACTIVATED, CATALYTIC POLYPEPTIDE	HumanProteinAtlas,GuideToPharmacology	ENZYME
PRKDC	PROTEIN KINASE, DNA-ACTIVATED, CATALYTIC POLYPEPTIDE	HopkinsGroom	PHOSPHATIDYLINOSITOL 3 KINASE
PRKDC	PROTEIN KINASE, DNA-ACTIVATED, CATALYTIC POLYPEPTIDE	CarisMolecularIntelligence,FoundationOneGenes	CLINICALLY ACTIONABLE
PDLIM1	PDZ AND LIM DOMAIN 1	Pharos	KINASE
PDLIM1	PDZ AND LIM DOMAIN 1	GO	TRANSCRIPTION FACTOR COMPLEX
PCLAF	PCNA CLAMP ASSOCIATED FACTOR	GO	TUMOR SUPPRESSOR
PRKCA	PROTEIN KINASE C ALPHA	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
PRKCA	PROTEIN KINASE C ALPHA	HopkinsGroom,BaderLabGenes,dGene,Pharos	KINASE
PRKCA	PROTEIN KINASE C ALPHA	dGene,GO	SERINE THREONINE KINASE
PRKCA	PROTEIN KINASE C ALPHA	CarisMolecularIntelligence	CLINICALLY ACTIONABLE
PRKCA	PROTEIN KINASE C ALPHA	GuideToPharmacology	ENZYME
CCNK	CYCLIN K	Pharos	KINASE
LMO4	LIM DOMAIN ONLY 4	Pharos	TRANSCRIPTION FACTOR
LMO4	LIM DOMAIN ONLY 4	GO	TRANSCRIPTION FACTOR COMPLEX
EMC1	ER MEMBRANE PROTEIN COMPLEX SUBUNIT 1	HumanProteinAtlas	TRANSPORTER
OR5D13	OLFACTORY RECEPTOR FAMILY 5 SUBFAMILY D MEMBER 13 (GENE/PSEUDOGENE)	HopkinsGroom,Pharos,GO,dGene	G PROTEIN COUPLED RECEPTOR
OR5D13	OLFACTORY RECEPTOR FAMILY 5 SUBFAMILY D MEMBER 13 (GENE/PSEUDOGENE)	HopkinsGroom,RussLampel	DRUGGABLE GENOME
ATG4D	AUTOPHAGY RELATED 4D CYSTEINE PEPTIDASE	dGene	PROTEASE
ATG4D	AUTOPHAGY RELATED 4D CYSTEINE PEPTIDASE	Pharos	ENZYME
SELE	SELECTIN E	HingoraniCasas	DRUGGABLE GENOME
SELE	SELECTIN E	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
SLC38A9	SOLUTE CARRIER FAMILY 38 MEMBER 9	Pharos,GuideToPharmacology	TRANSPORTER
CCM2	CCM2 SCAFFOLDING PROTEIN	Pharos	KINASE
MEST	MESODERM SPECIFIC TRANSCRIPT	dGene	PROTEASE
EGR2	EARLY GROWTH RESPONSE 2	Pharos	TRANSCRIPTION FACTOR
IL6	INTERLEUKIN 6	CIViC	DRUG RESISTANCE
IL6	INTERLEUKIN 6	HingoraniCasas	DRUGGABLE GENOME
IL6	INTERLEUKIN 6	GO	GROWTH FACTOR
G3BP1	G3BP STRESS GRANULE ASSEMBLY FACTOR 1	Pharos	ENZYME
JMY	JUNCTION MEDIATING AND REGULATORY PROTEIN, P53 COFACTOR	GO	DNA REPAIR
WDR90	WD REPEAT DOMAIN 90	FoundationOneGenes	CLINICALLY ACTIONABLE
P4HB	PROLYL 4-HYDROXYLASE SUBUNIT BETA	HopkinsGroom	THIOREDOXIN
P4HB	PROLYL 4-HYDROXYLASE SUBUNIT BETA	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
P4HB	PROLYL 4-HYDROXYLASE SUBUNIT BETA	HumanProteinAtlas,Pharos	ENZYME
P4HB	PROLYL 4-HYDROXYLASE SUBUNIT BETA	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
MSRA	METHIONINE SULFOXIDE REDUCTASE A	Pharos	ENZYME
OR6K2	OLFACTORY RECEPTOR FAMILY 6 SUBFAMILY K MEMBER 2	HopkinsGroom,RussLampel	DRUGGABLE GENOME
OR6K2	OLFACTORY RECEPTOR FAMILY 6 SUBFAMILY K MEMBER 2	HopkinsGroom,GO,dGene,Pharos	G PROTEIN COUPLED RECEPTOR
PRSS46P	SERINE PROTEASE 46, PSEUDOGENE	dGene	PROTEASE
IFNA6	INTERFERON ALPHA 6	Pharos	KINASE
IFNA6	INTERFERON ALPHA 6	Pharos	ENZYME
IFNA6	INTERFERON ALPHA 6	HingoraniCasas	DRUGGABLE GENOME
RFT1	RFT1 HOMOLOG	Pharos	ENZYME
RFT1	RFT1 HOMOLOG	HumanProteinAtlas	TRANSPORTER
HSPB8	HEAT SHOCK PROTEIN FAMILY B (SMALL) MEMBER 8	dGene	KINASE
HSPB8	HEAT SHOCK PROTEIN FAMILY B (SMALL) MEMBER 8	dGene	SERINE THREONINE KINASE
MIPEP	MITOCHONDRIAL INTERMEDIATE PEPTIDASE	RussLampel	DRUGGABLE GENOME
MIPEP	MITOCHONDRIAL INTERMEDIATE PEPTIDASE	dGene	PROTEASE
MIPEP	MITOCHONDRIAL INTERMEDIATE PEPTIDASE	HumanProteinAtlas	ENZYME
IL23A	INTERLEUKIN 23 SUBUNIT ALPHA	HingoraniCasas	DRUGGABLE GENOME
DHH	DESERT HEDGEHOG	GO,dGene	PROTEASE
DHH	DESERT HEDGEHOG	HingoraniCasas	DRUGGABLE GENOME
FOLR3	FOLATE RECEPTOR 3	HingoraniCasas	DRUGGABLE GENOME
HILPDA	HYPOXIA INDUCIBLE LIPID DROPLET ASSOCIATED	GO	CELL SURFACE
HILPDA	HYPOXIA INDUCIBLE LIPID DROPLET ASSOCIATED	HingoraniCasas	DRUGGABLE GENOME
ERMAP	ERYTHROBLAST MEMBRANE ASSOCIATED PROTEIN (SCIANNA BLOOD GROUP)	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
ERMAP	ERYTHROBLAST MEMBRANE ASSOCIATED PROTEIN (SCIANNA BLOOD GROUP)	HopkinsGroom	DRUGGABLE GENOME
ERMAP	ERYTHROBLAST MEMBRANE ASSOCIATED PROTEIN (SCIANNA BLOOD GROUP)	HopkinsGroom	B30_2 SPRY DOMAIN
LTB4R2	LEUKOTRIENE B4 RECEPTOR 2	HopkinsGroom,dGene,GuideToPharmacology	G PROTEIN COUPLED RECEPTOR
LTB4R2	LEUKOTRIENE B4 RECEPTOR 2	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
CACNG8	CALCIUM VOLTAGE-GATED CHANNEL AUXILIARY SUBUNIT GAMMA 8	Pharos,IDG	ION CHANNEL
CACNG8	CALCIUM VOLTAGE-GATED CHANNEL AUXILIARY SUBUNIT GAMMA 8	HingoraniCasas	DRUGGABLE GENOME
PARD6B	PAR-6 FAMILY CELL POLARITY REGULATOR BETA	Pharos	KINASE
APPL2	ADAPTOR PROTEIN, PHOSPHOTYROSINE INTERACTING WITH PH DOMAIN AND LEUCINE ZIPPER 2	dGene	PROTEASE INHIBITOR
OR5B17	OLFACTORY RECEPTOR FAMILY 5 SUBFAMILY B MEMBER 17	RussLampel,HopkinsGroom	DRUGGABLE GENOME
OR5B17	OLFACTORY RECEPTOR FAMILY 5 SUBFAMILY B MEMBER 17	dGene,Pharos,GO,HopkinsGroom	G PROTEIN COUPLED RECEPTOR
SOX17	SRY-BOX 17	Pharos	TRANSCRIPTION FACTOR
SOX17	SRY-BOX 17	GO	TRANSCRIPTION FACTOR COMPLEX
SOX17	SRY-BOX 17	MskImpact	CLINICALLY ACTIONABLE
IGLV4-69	IMMUNOGLOBULIN LAMBDA VARIABLE 4-69	HingoraniCasas	DRUGGABLE GENOME
HSBP1	HEAT SHOCK FACTOR BINDING PROTEIN 1	Pharos	TRANSCRIPTION FACTOR
NCR3	NATURAL CYTOTOXICITY TRIGGERING RECEPTOR 3	HingoraniCasas	DRUGGABLE GENOME
SLC24A5	SOLUTE CARRIER FAMILY 24 MEMBER 5	HumanProteinAtlas,GuideToPharmacology	TRANSPORTER
ALDH16A1	ALDEHYDE DEHYDROGENASE 16 FAMILY MEMBER A1	HingoraniCasas,RussLampel,HopkinsGroom	DRUGGABLE GENOME
CDKL4	CYCLIN DEPENDENT KINASE LIKE 4	GuideToPharmacology	ENZYME
CDKL4	CYCLIN DEPENDENT KINASE LIKE 4	dGene,IDG,Pharos,HopkinsGroom	KINASE
CDKL4	CYCLIN DEPENDENT KINASE LIKE 4	dGene	SERINE THREONINE KINASE
CDKL4	CYCLIN DEPENDENT KINASE LIKE 4	GO	TUMOR SUPPRESSOR
CDKL4	CYCLIN DEPENDENT KINASE LIKE 4	HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
CPA3	CARBOXYPEPTIDASE A3	HopkinsGroom,dGene	PROTEASE
CPA3	CARBOXYPEPTIDASE A3	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
CPA3	CARBOXYPEPTIDASE A3	GuideToPharmacology	ENZYME
HACD3	3-HYDROXYACYL-COA DEHYDRATASE 3	Pharos	ENZYME
DUSP11	DUAL SPECIFICITY PHOSPHATASE 11	dGene,HopkinsGroom	PROTEIN PHOSPHATASE
DUSP11	DUAL SPECIFICITY PHOSPHATASE 11	Pharos	KINASE
DUSP11	DUAL SPECIFICITY PHOSPHATASE 11	HopkinsGroom	DRUGGABLE GENOME
UPB1	BETA-UREIDOPROPIONASE 1	Pharos,HumanProteinAtlas	ENZYME
YEATS4	YEATS DOMAIN CONTAINING 4	Pharos	TRANSCRIPTION FACTOR
YEATS4	YEATS DOMAIN CONTAINING 4	GO	TUMOR SUPPRESSOR
YEATS4	YEATS DOMAIN CONTAINING 4	Tempus	CLINICALLY ACTIONABLE
TMX4	THIOREDOXIN RELATED TRANSMEMBRANE PROTEIN 4	RussLampel,HopkinsGroom	DRUGGABLE GENOME
TMX4	THIOREDOXIN RELATED TRANSMEMBRANE PROTEIN 4	HopkinsGroom	THIOREDOXIN
KRT18	KERATIN 18	HingoraniCasas	DRUGGABLE GENOME
CDC42EP5	CDC42 EFFECTOR PROTEIN 5	Pharos	KINASE
IDNK	IDNK, GLUCONOKINASE	Pharos	KINASE
PLGLB1	PLASMINOGEN-LIKE B1	HingoraniCasas	DRUGGABLE GENOME
H6PD	HEXOSE-6-PHOSPHATE DEHYDROGENASE/GLUCOSE 1-DEHYDROGENASE	HingoraniCasas	DRUGGABLE GENOME
H6PD	HEXOSE-6-PHOSPHATE DEHYDROGENASE/GLUCOSE 1-DEHYDROGENASE	HumanProteinAtlas,Pharos	ENZYME
PTPN12	PROTEIN TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 12	dGene,HopkinsGroom,GO	PROTEIN PHOSPHATASE
PTPN12	PROTEIN TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 12	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
PTPN12	PROTEIN TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 12	Pharos	KINASE
DNASE1L3	DEOXYRIBONUCLEASE 1 LIKE 3	HingoraniCasas,RussLampel	DRUGGABLE GENOME
CPQ	CARBOXYPEPTIDASE Q	HingoraniCasas	DRUGGABLE GENOME
CPQ	CARBOXYPEPTIDASE Q	dGene	PROTEASE
MCM4	MINICHROMOSOME MAINTENANCE COMPLEX COMPONENT 4	Pharos	KINASE
MCM4	MINICHROMOSOME MAINTENANCE COMPLEX COMPONENT 4	Pharos,HumanProteinAtlas	ENZYME
PIM1	PIM-1 PROTO-ONCOGENE, SERINE/THREONINE KINASE	GO	TRANSCRIPTION FACTOR BINDING
PIM1	PIM-1 PROTO-ONCOGENE, SERINE/THREONINE KINASE	GO,dGene	SERINE THREONINE KINASE
PIM1	PIM-1 PROTO-ONCOGENE, SERINE/THREONINE KINASE	dGene,HopkinsGroom,Pharos	KINASE
PIM1	PIM-1 PROTO-ONCOGENE, SERINE/THREONINE KINASE	HingoraniCasas,HopkinsGroom,RussLampel	DRUGGABLE GENOME
PIM1	PIM-1 PROTO-ONCOGENE, SERINE/THREONINE KINASE	Tempus,FoundationOneGenes,MskImpact,CarisMolecularIntelligence	CLINICALLY ACTIONABLE
PIM1	PIM-1 PROTO-ONCOGENE, SERINE/THREONINE KINASE	GuideToPharmacology	ENZYME
ADAMTSL4	ADAMTS LIKE 4	HingoraniCasas	DRUGGABLE GENOME
UBE3C	UBIQUITIN PROTEIN LIGASE E3C	Pharos	ENZYME
GPC5	GLYPICAN 5	HingoraniCasas	DRUGGABLE GENOME
GPC5	GLYPICAN 5	GO	CELL SURFACE
DEFA5	DEFENSIN ALPHA 5	HingoraniCasas	DRUGGABLE GENOME
NPAS2	NEURONAL PAS DOMAIN PROTEIN 2	Pharos	TRANSCRIPTION FACTOR
NPAS2	NEURONAL PAS DOMAIN PROTEIN 2	Pharos	NUCLEAR HORMONE RECEPTOR
NPAS2	NEURONAL PAS DOMAIN PROTEIN 2	GO	TRANSCRIPTION FACTOR COMPLEX
SERPINB8	SERPIN FAMILY B MEMBER 8	HingoraniCasas,RussLampel,HopkinsGroom	DRUGGABLE GENOME
SERPINB8	SERPIN FAMILY B MEMBER 8	HopkinsGroom,dGene	PROTEASE INHIBITOR
DEPTOR	DEP DOMAIN CONTAINING MTOR INTERACTING PROTEIN	Pharos	KINASE
HIVEP2	HUMAN IMMUNODEFICIENCY VIRUS TYPE I ENHANCER BINDING PROTEIN 2	Pharos	TRANSCRIPTION FACTOR
RRAD	RRAD, RAS RELATED GLYCOLYSIS INHIBITOR AND CALCIUM CHANNEL REGULATOR	Pharos	KINASE
SACS	SACSIN MOLECULAR CHAPERONE	HopkinsGroom	DRUGGABLE GENOME
OR5A1	OLFACTORY RECEPTOR FAMILY 5 SUBFAMILY A MEMBER 1	GO,dGene,HopkinsGroom,Pharos	G PROTEIN COUPLED RECEPTOR
OR5A1	OLFACTORY RECEPTOR FAMILY 5 SUBFAMILY A MEMBER 1	HopkinsGroom,RussLampel	DRUGGABLE GENOME
NECTIN3	NECTIN CELL ADHESION MOLECULE 3	HingoraniCasas	DRUGGABLE GENOME
KCNJ18	POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY J MEMBER 18	IDG,Pharos	ION CHANNEL
LAMTOR2	LATE ENDOSOMAL/LYSOSOMAL ADAPTOR, MAPK AND MTOR ACTIVATOR 2	Pharos	KINASE
PTPRC	PROTEIN TYROSINE PHOSPHATASE, RECEPTOR TYPE C	CarisMolecularIntelligence	CLINICALLY ACTIONABLE
PTPRC	PROTEIN TYROSINE PHOSPHATASE, RECEPTOR TYPE C	GO	TUMOR SUPPRESSOR
PTPRC	PROTEIN TYROSINE PHOSPHATASE, RECEPTOR TYPE C	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
PTPRC	PROTEIN TYROSINE PHOSPHATASE, RECEPTOR TYPE C	GO	CELL SURFACE
PTPRC	PROTEIN TYROSINE PHOSPHATASE, RECEPTOR TYPE C	RussLampel,HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
PTPRC	PROTEIN TYROSINE PHOSPHATASE, RECEPTOR TYPE C	HopkinsGroom,dGene	PROTEIN PHOSPHATASE
PTPRC	PROTEIN TYROSINE PHOSPHATASE, RECEPTOR TYPE C	Pharos	KINASE
OSTC	OLIGOSACCHARYLTRANSFERASE COMPLEX NON-CATALYTIC SUBUNIT	Pharos	ENZYME
LY6G6D	LYMPHOCYTE ANTIGEN 6 FAMILY MEMBER G6D	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
CYP24A1	CYTOCHROME P450 FAMILY 24 SUBFAMILY A MEMBER 1	HopkinsGroom	CYTOCHROME P450
CYP24A1	CYTOCHROME P450 FAMILY 24 SUBFAMILY A MEMBER 1	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
CYP24A1	CYTOCHROME P450 FAMILY 24 SUBFAMILY A MEMBER 1	GuideToPharmacology,Pharos,HumanProteinAtlas	ENZYME
AICDA	ACTIVATION INDUCED CYTIDINE DEAMINASE	HumanProteinAtlas	ENZYME
SLC25A32	SOLUTE CARRIER FAMILY 25 MEMBER 32	Pharos,GuideToPharmacology,HumanProteinAtlas	TRANSPORTER
SLC25A32	SOLUTE CARRIER FAMILY 25 MEMBER 32	RussLampel	DRUGGABLE GENOME
OR13C8	OLFACTORY RECEPTOR FAMILY 13 SUBFAMILY C MEMBER 8	RussLampel,HopkinsGroom	DRUGGABLE GENOME
OR13C8	OLFACTORY RECEPTOR FAMILY 13 SUBFAMILY C MEMBER 8	GO,HopkinsGroom,Pharos,dGene	G PROTEIN COUPLED RECEPTOR
ANKLE2	ANKYRIN REPEAT AND LEM DOMAIN CONTAINING 2	Pharos	KINASE
NADK	NAD KINASE	Pharos	KINASE
MEIS2	MEIS HOMEOBOX 2	Pharos	TRANSCRIPTION FACTOR
MEIS2	MEIS HOMEOBOX 2	GO	TRANSCRIPTION FACTOR BINDING
PROM2	PROMININ 2	GO	CELL SURFACE
APP	AMYLOID BETA PRECURSOR PROTEIN	HingoraniCasas	DRUGGABLE GENOME
APP	AMYLOID BETA PRECURSOR PROTEIN	dGene	PROTEASE INHIBITOR
APP	AMYLOID BETA PRECURSOR PROTEIN	GO	CELL SURFACE
SLC26A7	SOLUTE CARRIER FAMILY 26 MEMBER 7	Pharos,GuideToPharmacology	TRANSPORTER
PDE11A	PHOSPHODIESTERASE 11A	HingoraniCasas,RussLampel,HopkinsGroom	DRUGGABLE GENOME
PDE11A	PHOSPHODIESTERASE 11A	GuideToPharmacology,Pharos	ENZYME
TREML2	TRIGGERING RECEPTOR EXPRESSED ON MYELOID CELLS LIKE 2	GO	CELL SURFACE
